,company,title,location,EmpBasicInfo,employerStats,JobDescriptionContainer,salary,new_overall_score
384,Michael Page HK,CRM Data Analyst - Large conglomerate,Hong Kong,"Company Overview
Size
201 to 500 Employees
Type
Company - Private
Industry
Security Services
Sector
Business Services
Revenue
Unknown / Non-Applicable
Visit Michael Page HK Website","3.6
★★★★★
82 %
Recommend to a friend
84 %
Approve of CEO
13 Ratings","As CRM Data Analyst, you are required to:
Gather user requirements from the BU leaders across shopping malls, residentail buildings and hotels, drive data culture. Develop data models and dashboards using Qliksense/ Tableau to allow management for data-driven decisions

Perform data analysis across customer demographics & behavior, performances of membership programs/ marketing campaign, perform segmentation and identify new customer base

Perform data mining of MS SQL Server

Design and develop customer data models to identify the effectiveness of CRM strategies and marketing activities

Proactive and stay innovative to drive advanced analytics to the business by AI, machine learning, advanced analytics etc. with the resources/ help of vendors.

Large conglomerate

Customer Data Analytics & BI

Bachelor in Statistics, Information Management or related disciplines

Over 5 years experience in Customer Data Analytics

Hands on with SQL; Experience with Python or R is a plus

Knowledgeable with MS SQL Server and hands on with data mining

Hands on with business intelligence tools, preferrable Power BI, QlikSense, Tableau etc.

Hands on with design and develop customer models

Strong communication and stakeholder management skills

Strong track record in presenting data-driven insights to business leaders

Retail/ properties background is a plus

Excellent in Cantonese & English

Our client is a large scale conglomerate with business across China regions. To cope with their business growth, they are currently hiring a Data Analyst, Customer within business department and will be responsible for performing customer data analytics, modelling and visualization across China regions with focus on shopping malls, residential buildings and hotels. You will also perform data mining on MS SQL Server and exposure to advanced analytics & AI (with resources of vendors).

Our client offer attractive compensation package with sustainable career path to the candidate.

Large conglomerate

Exposure to customer data across China regions - shopping malls, residential buildings, hotels

Customer Data Analytics Modelling & Visualization

Data mining on MS SQL Server

Advanced Analytics & AI
Show More",HK$185K - HK$420K (Glassdoor Est.),3.6
385,DBS Bank,"Specialist, Data Analyst, Corporate Banking",Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1968
Type
Company - Public
Industry
Banks & Credit Unions
Sector
Finance
Revenue
$5 to $10 billion (USD)
Visit DBS Bank Website","3.8
★★★★★
73 %
Recommend to a friend
94 %
Approve of CEO
1249 Ratings","Business Function
Corporate and Investment Banking provides corporate customers with a full range of commercial banking products and services, including cash management services, current accounts, time deposits, trade finance, working capital finance, term loans and foreign exchange. Through our continued commitment, DBS has cultivated long-standing relationships with its customers in the region that are based on account relationship management, service differentiation, product development and rigorous credit standards.

Responsibilities
Acquire and maintain an integrated database to facilitate analytics and data mining for portfolio management, quantitative analysis and data-driven decision making.



Show More",HK$246K - HK$408K (Glassdoor Est.),3.8
386,Page Personnel,Senior/System Analyst (Data Warehouse),Hong Kong,"Company Overview
Size
Unknown
Type
Company - Public
Revenue
Unknown / Non-Applicable
Visit Page Personnel Website","4.2
★★★★★
91 %
Recommend to a friend
100 %
Approve of CEO
1 Ratings","Responsible for:
Design, Develop, enhance and support large scale of Data Warehouse applications

Involve with the whole SDLC including requirements, analysis, documentation, testing and so on

Involve with code review for the team and ensure the quality of the applications

Assist with ad hoc projects

Large Data Warehouse Platform

DevOps Exposure

Qualifications:
Degree holder in Computer Science or Information Technology

Candidates with solid knowledge in JAVA, .NET, SQL, DevOps programming

Candidates with SAS, Tableau and other dashboard experience will be an advantage

Candidates with team leading experience is compulsory

Eligible to work in Hong Kong

Immediately Available is preferred

Our client is a market leader for the entertainment industry in the world. They are now having a large revamp program for its core business system. Thus, they are now looking for multiple of BI/Data warehouse talents to join in their teams. The candidate will have a great exposure on its challenging projects and duties.

Latest Technology

Good working environment

Stable culture

Career Progression

Nice environment

Shuttle bus

Agile working environment

Large scale application exposure
Show More",HK$516K - HK$600K (Glassdoor Est.),4.2
387,Classy Wheeler,Technical Analyst (Data Centre / Infrastructure),Sha Tin,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Classy Wheeler Website",NA,"Client Description
Leading shipping line and logistics solutions provider

Job Description
Technical Analyst (Data Centre)

Candidates with less experience will be considered as Assistant Technical Analyst.



















Show More",HK$223K - HK$432K (Glassdoor Est.),0.0
388,Swing Consulting,Analyst Programmer (Data Warehouse),Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Swing Consulting Website","3.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Develop application and data-warehousing scripts using Informatica
Design ETL solutions and data conversion strategy and solutions for multiple disparate systems using Informatica/Power Center
Perform all activities related to the data warehouse overall design, administration, maintenance, enhancement, testing, performance tuning, etc.
University degree
Minimum 4 years of IT experience
Below experience would be advantage:
ETL
Knowledge in Informatica/ Power Center


Show More",HK$213K - HK$468K (Glassdoor Est.),3.0
389,Headsearch21 Consultancy Limited,Business Analyst (Retail operations & planning / data analysis),Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Headsearch21 Consultancy Limited Website",NA,"Business Analyst (Retail operations & planning / data analysis)
2021-05-22
Ref No. :
TL05006

Industry :
Others

Salary :
Negotiable








Show More",HK$150K - HK$267K (Glassdoor Est.),0.0
390,Swing Consulting,Data Analyst / Senior Data Analyst,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Swing Consulting Website","3.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Work with stakeholders throughout the organization to identify opportunities by leveraging big data analytics to drive business results
Work with the Data Analytics Team to conduct in-depth and dynamic data analysis from complex datasets (structured and unstructured), derive business insights from analysis results and review with business users
Manage business requests and best utilize the team’s resources to meet business needs
Bring in best practices in advanced data analytics, predictive modeling, digital marketing, campaign management, CRM and related processes
Design and implement the analytics insights sharing and deployment process with different functions in the organization, including business users
Participate in data analytics infrastructure project by:


Show More",NA,3.0
391,IT-RecruitHK,Data Analyst/Programmer/Analyst Programmer-Wan Chai,Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit IT-RecruitHK Website",NA,"Job description:
Responsibility
Jobs / SQL statements tuning
Analyze the information and produce useful summarized reports to management
Identify data sources and transform useful information to database
Data integrity assurance
Provide maintenance and support on existing products
Requirement
Show More",NA,0.0
392,Hong Kong Exchange,Business Transformation Analyst – Group Strategy & Projects ( Innovation & Data Lab),Hong Kong,"Company Overview
Size
1001 to 5000 Employees
Founded
2000
Type
Company - Public
Industry
Stock Exchanges
Sector
Finance
Revenue
$5 to $10 billion (USD)
Visit Hong Kong Exchange Website","3.4
★★★★★
67 %
Recommend to a friend
89 %
Approve of CEO
46 Ratings","Business Transformation Analyst – Group Strategy & Projects ( Innovation & Data Lab) (Requisition ID: IRC8739)

The HKEX Innovation & Data Lab was set up in 2018 as an elite unit tasked with accelerating creative ideas and new technology for HKEX and its markets. Reporting jointly to the HKEX Co-President, CTO and CFO, the Lab has delivered numerous successful initiatives, including a firm-wide robotic process automation programme; a firm-wide data lake project; a suite of regulatory detection tools that use machine learning; partnerships with several regional FinTech start-ups and universities; and the origination of FINI, a deep and innovative technology reform of Hong Kong’s world-leading IPO market. The Lab also plays an active role in Hong Kong's FinTech community, which we scout for opportunities and talent.

Show More",HK$420K - HK$600K (Glassdoor Est.),3.4
393,Michael Page HK,"Customer Data Analyst (Salesforce, SQL)",Hong Kong,"Company Overview
Size
201 to 500 Employees
Type
Company - Private
Industry
Security Services
Sector
Business Services
Revenue
Unknown / Non-Applicable
Visit Michael Page HK Website","3.6
★★★★★
82 %
Recommend to a friend
84 %
Approve of CEO
13 Ratings","As Customer Data Analyst, you are required to:
Perform customer behavior analysis to optimize audience selection

Enhance existing business process and payment methods to reduce debit failure

Provide ad-hoc insights reports and suggestions for marketing campaign strategy

Troubleshoot issues and first line support of Salesforce CRM system

Participate in new Salesfoce CRM system construction and diagnose data quality and management issues

Large scale commercial firm

Customer Data Analysis (SQL)

Bachelor in Business Analytics, Statistics or relevant discipline

Minimum 2 years experience in customer data analysis

Hands on with SQL

Experience in Salesforce CRM; Hands on with Salesforce.com Administration is a plus

Hands on with data reporting is a plus

Good command in English and Chinese

Our client is a large scale commercial firm with business across global regions. To cope with their business growth, they are currently hiring a Customer Data Analyst to perform Salesforce Administration, data analysis on customer behavior, campaign activities, perform customer segmentation and deliver insights reports. You will also maintain the CRM database in governing its data quality and accuracy.

Our client offer attractive compensation package with sustainable career path to the candidate.

Large scale commercial firm

Salesforce Administrator

Customer & Marketing Campaign Data Analytics (SQL)
Show More",NA,3.6
394,Michael Page HK,Senior Data Analyst with an International Bank,Hong Kong,"Company Overview
Size
201 to 500 Employees
Type
Company - Private
Industry
Security Services
Sector
Business Services
Revenue
Unknown / Non-Applicable
Visit Michael Page HK Website","3.6
★★★★★
82 %
Recommend to a friend
84 %
Approve of CEO
13 Ratings","Perform Data Analysis to develop data sourcing requirement
Exposure to regulatory/financial domain
Able to run complex SQL
Knowledge on GCP platform
Develop data quality rules and implement for data accuracy & Completeness
Ability to interpret and manipulate large data sets, data storage, ETL and data modelling
Proven experience in Data Analysis role with programming skills in Python
Use Group/Regional data source systems written in SAS, and various other data marts, for data cleaning, data quality, and to perform the necessary analysis to highlight key findings such as breaches from key risk parameters within Risk Strategy.
Multionationl Bank

Great Career Development Opportunities

This role provides regulatory data analytics using data from different geography. The primary responsibilities would be to understand the Data Requirements for regulatory requirements.

Growing team with good future prospects.

This role provides regulatory data analytics using data from different geography. The primary responsibilities would be to understand the Data Requirements for regulatory requirements.
Show More",NA,3.6
395,Eternity Consulting,Assistant Data Analyst / Data Analyst - BI / Reporting tools,Lai Chi Kok,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Eternity Consulting Website","3.0
★★★★★
N/A
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Requirements: Bachelor’s degree in maths, statistics, supply chain, business, operations, or a related field required. 3 years in data analyst Good knowledge of Statistics, Report Visualization, Data Analysis and System Integration; Experience in BI / Reporting tools (Tableau preferred, but not must) Ability to define problems, collect data, establish facts, and draw conclusions. Should have the tenacity to provide a thorough analysis and recommendations. Excellent analytical skills. Responsibilities: Conduct quantitative analysis and data mining to support informed decisions and provide data-driven recommendations Understand business needs and build visualized dashboards / reports from different data sources with automation in mind Define, document and translate business requirement into system specification Exhibit a level of expertise in driving the data strategy for the company Lead in setting up, testing and on-going optimization of Business Intelligence tools
Show More",HK$185K - HK$432K (Glassdoor Est.),3.0
396,Simatelex,Data Analyst / Assistant Data Analyst,Wong Chuk Hang,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Simatelex Website","3.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Interested parties please send your full resume including expected salary and date available to Human Resources Department at 21/F, One Island South, 2 Heung Yip Road, Wong Chuk Hang, Hong Kong or by fax at 2187 3478 or email to hr@simatelex.com.

Data Analyst / Assistant Data Analyst
Responsible for extracting and organizing cost data, preparing analytical reports to provide insight and support decision making, improving reporting tools and other ad hoc assignments.
Diploma or above in Mathematics, Statistics, Accounting or related disciplines
At least 2 years of relevant experience, preferably in manufacturing sector
Proficient in MS Excel, VBA, Access, MS SQL Server or IBM Cognos
Show More",NA,3.0
397,Swing Consulting,Senior Data Analyst (Data Analytics Projects),Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Swing Consulting Website","3.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Perform data mining, interpret data, analyze result such as trends and patterns, in complex data sets using statistical/ segmentation
Participate in data analytics projects for data modelling, solution design and development, data presentation and visualization
Provide support for data issues, maintain best practices for data management and provide support where necessary for the data projects
Collaborate with business product, design, operations, marketing and growth team to strengthen data governance and ensure consistent application
Responsible for data governance and ETL
Degree or above in Statistics, Data Science, Computer Science, IT and Mathematics or related disciplines


Show More",NA,3.0
399,SUPER Corporate Consultancy Group,SENIOR DATA ANALYST (BANK),Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit SUPER Corporate Consultancy Group Website",NA,"Job Description
Job duties
As a project manager to Improve and ensure the data quality of customer information
Implement data migration project, data governance framework and drive data cleansing exercise of the Core Banking Project, in accordance with approved project scope, budget, targets and timelines.
Establish and execute data migration plan for the Core Banking Projects
Work closely with the project team and vendor to develop and test the technologies and processes involved for successful data migration
Perform data analysis to reveal data issue in replaced systems which exist currently or will be an issue according to new Core Banking system
Show More",NA,0.0
400,Swing Consulting,Senior Data Analyst (Data Mining/ETL),Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Swing Consulting Website","3.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Develop and implement end to end data pipeline from collection, analysis to visualization
Manage data warehouse and apply data analysis for data modelling, solution design and development
Provide support for data issues, maintain best practices for data management and provide support where necessary for the data projects
Collaborate with business product, design, operations, marketing and growth team to strengthen data governance and ensure consistent application
Responsible for data governance and ETL
Work on ad-hoc projects when required
Degree or above in Statistics, Data Science, Computer Science, IT and Mathematics or related disciplines


Show More",HK$336K - HK$456K (Glassdoor Est.),3.0
401,資訊科技組,Data Analyst (Youth Worker),Hong Kong,NA,"3.9
★★★★★
75 %
Recommend to a friend
91 %
Approve of CEO
389 Ratings","工作職責 Job Duties and Responsibilities
Work with business users and other stakeholders to understand business processes and translate them into functional specifications
Design and build data visualization reports and dashboards that can help users generate actionable insights and metrics
Perform data mining, interpret data, analyze results, like trends and patterns
Conduct testing, deployment, ongoing maintenance and application support to ensure smooth delivery of useful insights
Train end-users on new reports and dashboards.
入職要求 Entry Requirements
Show More",NA,3.9
402,SUPER Corporate Consultancy Group,ACCOUNTING DATA ANALYST – BANKING,Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit SUPER Corporate Consultancy Group Website",NA,"Job Description
Responsibilities:
Automate work processes using data analytics and database building/programming skills to enhance work efficiency
Conduct testing and implement internally developed system solutions for accounting operation
Streamline preparation of banking returns and other regulatory submissions
Participate in regular and ad hoc projects and tasks when required
Requirements
Degree holder, preferably in computer science , accounting or relevant discipline with minimum 5 years’ relevant experience
Show More",NA,0.0
403,Links International,BI Analyst (Azure Data Factory & Azure Databricks),Hong Kong,"Company Overview
Size
51 to 200 Employees
Founded
1999
Type
Company - Private
Industry
Staffing & Outsourcing
Sector
Business Services
Revenue
Unknown / Non-Applicable
Visit Links International Website","4.1
★★★★★
71 %
Recommend to a friend
100 %
Approve of CEO
5 Ratings","Links International is an award-winning industry leader in innovative human resources outsourcing in Asia. Links was established in 1999 and has offices in Hong Kong, Singapore, Shanghai, Macau and Zhuhai, Vietnam, Malaysia, Thailand and Australia.

We offer a broad range of services, ranging from both retained and contingent recruitment, to payroll and visa processing, designed to cover all aspects of your human resources processes, enabling your team to focus on higher value, strategic activities.

Responsibilities:
Analyze current business practices, processes and procedures and identify future opportunities for leveraging Microsoft Azure data & analytics PaaS services.
Help and assist the BI Architect in designing the Data Lake, Advanced Analytics platform, Enterprise Data warehouse & Semantic Layers for the Region for Analytical reporting aligning with our Global team.
Manage the technical deliverables & ensuring best industry practice is adhered to the standards defined internally in Chanel.
Build and manage the data service APIs & expose data to end users using Power BI, Azure API Apps or other modern visualization platform & Tools.
Support the planning and implementation of data platform services including sizing, configuration, and needs assessment
Implement effective metrics, monitoring processes and manage the Data Assets on Azure Data Platform under the guidance of BI Architect including Power BI premium space.
Document all the Technical Specification documents and Standard Operating Procedures for the platform built.


Graduate in Science , Engineering, or Computing
Trained / certification in Azure technologies is preferred
Required Experience with these Frame works and technologies
Over 3 years of using Azure Data Lake storage and working with various file formats like Paquet, Avro, Jason etc.
Over 3 years' experience on ELT tools like Azure Data Factory & Azure Databricks
Over 3 years' experience on Azure SQL Server, and Azure Analysis Services
Over 2 years' experience with data visualization using Power BI & Tabular models (DAX) in Visual Studio
Have good Understanding of different Data Warehouse and Data Vault designs.
Experience in Alteryx is bonus
Experience in data exploration tool


Good understanding on Retail domain & its Operations is nice to have.
Have good experience in using Scrum / Agile methodology
Have excellent written and oral/presentation skills in English
Basic understanding and reading of Chinese (Mandarin) is preferred.

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time,Permanent
Show More",NA,4.1
404,Eternity Consulting,Assistant Data Analyst ( Fresh graudate will consider),Lai Chi Kok,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Eternity Consulting Website","3.0
★★★★★
N/A
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Job Description Requirements: Bachelor’s degree in maths, statistics, supply chain, business, operations, or a related field required. 0-2 years in data analyst Requires excellent Microsoft Excel & PowerPoint skills. MS Excel, VBA, Access, MS SQL Server or IBM Cognos Ability to interpret data from multiple sources and evaluate impact. Must be able to meet deadlines and produce results in a timely and accurate manner. Ability to define problems, collect data, establish facts, and draw conclusions. Should have the tenacity to provide a thorough analysis and recommendations. Autonomous with superior attention to detail on delivery confirmation and inventory status. Excellent analytical skills. Excellent communication skills, both written and oral in English. Mandarin fluency is a plus. Responsibilities: Responsible for planning systems Handle financial data, preparing analytical report. Create reports and download data for supporting.
Show More",NA,3.0
405,IT Solutions Ltd.,Major Bank: Data Warehouse (DataStage / Informatica / ETL) Programmer / AP / System Analyst,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable",NA,"IT Solutions Ltd., established in 1998, is a professional Search Firm specialising in recruitment services of IT professionals for Large Corporations in Hong Kong. For more than 23 years, we have been working with our corporate clients from Banking & Financial Sector, SI, Multinational Corporations and Hong Kong Government Departments.

Our know-how covers all aspects of IT services, including all varieties of technologies of Application Development from old to the latest technologies, Data Scientist, Business Analysis, QA & Project Management, as well as all aspects of IT Infrastructure on all platforms, network and security.

We are searching on behalf of a Major Bank for a few high calibre Programmers / Analyst Programmers / System Analysts to work on interesting Data Warehouse / BI Application Development Projects using IBM DataStage, Informatica and other Data Warehouse tools.

Responsibilities:
Work on major Data Warehousing project

Analyze user requirements

Application design & data warehousing development and enhancement, using IBM DataStage


Degree in Computer Science or related discipline

2 Year+ experience in Data Warehouse / BI Application Development using Informatica or IBM DataStage

With or without banking experience

Candidates with less experience will also be considered.


Attractive remuneration will be offered to the successful candidate.

Excellent opportunity to further develop your professional skills in a Major Bank.

If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries, to:

[email redacted, apply via Company website]

Personal data collected will be used for recruitment purposes only.

IT Solutions Ltd.

Suite 2102, 21st Floor

Lucky Building

39 Wellington Street

Central, Hong Kong

(P.S. We do not process applications from overseas for this position)

Full-time
Show More",NA,0.0
406,Able Choice Personnel Consultancy,Data Analyst (5 Days Work),Hong Kong,"Company Overview
Size
51 to 200 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Able Choice Personnel Consultancy Website",NA,"Responsibilities
Extracting & organising cost data
Preparing analytical reports
Improving reporting tools
Other ad-hoc assignments
Requirements
Diploma or above in Statistics / Accounting / Mathematics or related disciplines
2 years or above relevant experience in Manufacturing sector
Good in VBA, MS SQL Server, MS Excel & Access
Show More",NA,0.0
407,YesStyle.com Ltd,Business Planning Analyst (Social Media Data),Hong Kong,"Company Overview
Size
51 to 200 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit YesStyle.com Ltd Website","2.4
★★★★★
51 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","YesStyle.com is the first online retailer in Asia to globally distribute a wide selection of quality Korean beauty products, and Asian fashion and lifestyle products. We strive to deliver a unique online shopping experience to customers worldwide. We invite you to join us as:

YesStyle is looking for passionate talents, who love and appreciate the fascination of Asian fashion and beauty. Our team is active, energetic, and culturally diverse.

To embrace the idea of work-life balance, we also endeavor to create a fun and enjoyable environment for our team members.

This role will perform company revenue and cost analysis Identify insights and opportunities in areas of customers, products and operations. This person will assist in building analytical and predictive models to visualize and forecast business performance and drive operation efficiency


Conduct data analysis upon social media influencer campaigns from various social media channels through extracting data of hashtags, posts/videos metrics and referral codes (e.g IG, TikTok, Facebook, Pinterest etc);

Research upon latest social commerce trends (e.g IG Creator Shop, Live streaming) and other new initiatives to support our influencer recruitment, engagement and reactivation;

Work closely with influencer marketing team to prioritize new initiatives through planning, execution and evaluation;

Work closely with internal data team for daily datacrawling and report automation


University graduate with 1-2yrs or above experience in similar planning or analytical role, preferably from e-commerce industry;

Strong data analytics and data driven mindset

Social Media savvy (Youtube, Instagram, TikTok, Facebook) Positive thinking and can do attitude;

Self-motivated and able to accomplish multiple tasks with minimal supervision;

Strong business acumen, a proven track record as a team player that brings to the position exceptional organizational skills, excellent communication skills (both oral and written), and sound judgment

Good command in both spoken and written English;


5 Days Work

Dynamic, International Cultural & Friendly Working Environment

Performance Bonus

Medical / Dental Insurance

Staff Purchase Discount Program

Training Programs

Team Member's Wellness Program, such as Stretching Class, Thai Boxing

Max. 20 Days Annual Leave, Full Pay Sick Leave, Birthday Leave, Examination Leave

Managerial Stock Options

Please send your full resume stating our reference code, your current and expected salary to Human Resource Department for application.

To know more about us, please visit www.yesstyle.com.

All information provided by applicants will be treated in strict confidence and used only for the recruitment purpose in accordance with employer's data policies.

Full-time
Show More",NA,2.4
408,Excel Technology International (Hong Kong) Limited,BI Specialist / Data Analyst,Hong Kong,"Company Overview
Size
201 to 500 Employees
Founded
1988
Type
Company - Private
Industry
IT Services
Sector
Information Technology
Revenue
$50 to $100 million (USD)
Visit Excel Technology International (Hong Kong) Limited Website","2.0
★★★★★
14 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Excel Technology International (Hong Kong) Limited is a leading consulting & software solutions provider to the banking and finance sectors. Established in 1988, and headquartered in Hong Kong, Excel currently has over 500 IT professionals across Hong Kong, Taipei, Shenzhen, Guangzhou, Shanghai, Hangzhou, Beijing, and SE Asia. Over the past 30 years, we have developed a specialization in providing enterprise software development and e-Commerce solutions to financial institutions. Due to our business expansion, we are inviting high caliber candidates to join our teams handling increasingly challenging projects.

Responsibilities:
Carry out studies on new requirements, system design and enhancement of BI reporting tools for financial/banking applications.
Perform development, testing, implementation support and maintenance on BI and data warehouse platform.


Bachelor’s degree in Computer Science, Information Technology or equivalent.
Experience in BI implementation and data warehouse related projects .
Knowledge in RPA or Advanced Analytics tools is a plus.
Strong analytic skills, self-motivated and able to work under pressure.
Good interpersonal skills and able to work in a team.
Good command in written and spoken English and Chinese.
New graduates with technical skills will also be considered.
For application, please send your detailed resume (in word format), current and expected salary with cover letter (please quote our reference number) to Human Resources Manager, Excel Technology International (HK) Limited, 5th Floor, 663 King’s Road, North Point, Hong Kong or click APPLY NOW.

Data collected from applicants will be kept confidential and only be used for recruitment purpose.

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time,Permanent
Show More",HK$185K - HK$420K (Glassdoor Est.),2.0
409,Network Guard,Senior TechOps Data Analyst,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Network Guard Website","5.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Location: Singapore or Hong Kong
We're looking for TechOps Data Analysts!

We're looking for people with a technical background who are passionate about data! As part of the Operations Standards & Insights team in our Product Operations organization, you'll help us dig into the operational metrics and data to measure our service quality, availability, and efficiency. You'll learn the landscape of our metrics, use them to answer important operational questions that help us make critical decisions on how we operate our service, how much we spend, and more! You'll also formulate your own questions and insights, noticing trends and leading indicators, and identify data points you are missing, then work with engineers and developers to ensure you're getting all the information you need.

Come join a dynamic and fun team where you'll make a large impact on our customers' experience by providing valuable and actionable information and insights.

Senior TechOps Data Analyst
Responsibilities

As a Senior TechOps Data Analyst in our Operations Standards & Insights team, you'll be responsible for:

Analyzing our many operational metrics to help answer important questions about the state of our service
Creating and maintaining our metrics definitions, which provide detailed explanations of each metric, its impact, and what it measures
What is the difference in service quality across our various protocols? and using our data and insights to drive operational decisions
Keeping a strong and open communication channel with our partners in the business data insights teams, ensuring we deconflict efforts and support each other's efforts as needed
Proposing new metrics that help you answer operational questions, and working with our operations engineering teams to make those metrics available
Joining cross-team projects to provide metrics, success criteria, and insights
Leading cross-team projects for generating new metrics or answering larger operational questions
Being a mentor to more junior analysts, supporting their growth and sharing your knowledge
Taking ownership of specific types of metrics and working to become the resident expert on those metrics (e.g., VPN speed, Service quality, etc)

To succeed in this role, we'd love for you to have experience in some or all of the following:

A good understanding of technical topics, or a strong desire/passion for technology
Ability to deep-dive into cause/effect relationships
Ability to draw insights from analysis supported by data


Data Analytics
Quantitative and Qualitative Analysis
Querying databases using SQL language
Data manipulation
Writing clear and useful documentation
Understanding Service Level Agreements (SLAs)

Big picture understanding of operational metrics such as connection statistics, server metrics, bandwidth utilization, and more
Generating reports that do more than just retstate the numbers, but actually provide insights

What we offer

Challenging work in a fun and collaborative environment

Attractive compensation and time-off benefits

Spacious open-concept and centrally located offices

Full-time employment with flexible working hours

Fully stocked pantry with fresh fruit and snacks

Team lunches and company events every quarter

Multicultural teams represented by 30+ nationalities

Please upload your resume as a PDF and do not include any salary or compensation information in it.
Show More",HK$282K - HK$456K (Glassdoor Est.),5.0
444,Eternity Consulting,"Data Analyst / Senior Data analyst - SQL, Tableau, database structure",Lai Chi Kok,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Eternity Consulting Website","3.0
★★★★★
N/A
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Responsibilities: Responsible for the structuring & execution of the company’s in-house data management & business intelligence planning Gathering & understanding of business & user requirement, then plan out the execution of the business intelligence projects Structure & execute company’s data-collection tasks, ETL process, and manage data warehouse Build up front-end Business Intelligence dashboards / platforms for varies in-house units Provide maintenance and support for existing applications Requirements: 3-5 years of experience in Data Analyst position Required knowledge in: SQL, Tableau, database structure Additional knowledge in: Python, MS Dynamic (ERP), ETL tools, preferred Strong sense of responsibility and a good team player; Good communication skills including spoken, written English and Chinese;
Show More",HK$276K - HK$480K (Glassdoor Est.),3.0
445,Zurich Insurance,Senior Business & Data Analyst,Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1912
Type
Company - Public
Industry
Insurance Carriers
Sector
Insurance
Revenue
$500 million to $1 billion (USD)
Visit Zurich Insurance Website","3.7
★★★★★
68 %
Recommend to a friend
100 %
Approve of CEO
3 Ratings","Job Accountabilities
Design, build and maintain datawarehouse / datamart models - a centralized repository of integrated data from various data sources, and required components such as ETL processes, reports and dashboards
Design and create end-to-end ETL processes utilizing tools such as MS SQL Server Integration Services (SSIS), SSAS or others
Utilize Microsoft Power BI and SQL Server Reporting Services in designing and building reports and dashboards
Define and create business datamarts / datasets, measures, KPIs and dashboards to empower data analytic capability across functional teams for Life Business
Study and understand the Company’s business processes and applications, including their effect on data and reporting, and applies the knowledge gained in designing datasets, reports and dashboards





Show More",HK$240K - HK$450K (Glassdoor Est.),3.7
446,HillmanStep Ltd.,"Sales Admin, Data Analyst",Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit HillmanStep Ltd. Website",NA,"Responsibilities:
Provide administrative support to the sizable Sales team
Handle various sales performance and commission reports
Manage analyze reports for business performance
Monitor, track and analyze performance results of marketing programs
Provide P & L and budgeting reports for management team
Assist in advising system automation of data source
Requirements:
Associate Degree in Business Administration / Statistics or related discipline
Show More",NA,0.0
