,overall_score,company,title,location,EmpBasicInfo,employerStats,JobDescriptionContainer,salary
1598,3.5,Johnson Controls Hong Kong Limited,Channel Sales Engineer – Building Control Products and related products,Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1885
Type
Company - Public
Industry
Industrial Manufacturing
Sector
Manufacturing
Revenue
$10+ billion (USD)
Visit Johnson Controls Hong Kong Limited Website","4.0
★★★★★
84 %
Recommend to a friend
94 %
Approve of CEO
268 Ratings","About Johnson Controls:
At Johnson Controls, we transform the environments where people live, work, learn and play. From optimizing building performance to improving safety and enhancing comfort, we drive the outcomes that matter most. We deliver our promise in industries such as healthcare, education, data centers, and manufacturing. With a global team of 105,000 experts in more than 150 countries and over 130 years of innovation, we are the power behind our customers’ mission. Our leading portfolio of building technology and solutions includes some of the most trusted names in the industry, such as Tyco®, YORK®, Metasys®, Ruskin®, Titus®, Frick®, PENN®, Sabroe®, Simplex®, Ansul® and Grinnell®. For more information, visit www.johnsoncontrols.com or follow us -johnsoncontrols on Twitter.

What you will do

You will join the Product & Distribution team and will take responsibility for selling Building Control Products and related products, developing new Channel partners in the market as well as building good relationship with them.

How you will do it

Meet goals with profitability to ensure effective and profitable revenue stream to Control Products and related products

Develop critical strategies and setting direction on key projects, participate in monthly order/sales review

Prepare and submit quotation/tender documents, such as drawings, catalogues and specifications based on the customer’s requirement.

Follow up with supporting team/factory about delivery schedule, technical clarification and documentation

Provide timely quotations and present value added solutions to meet customer/appointed dealers requirement

Keep direct supervisor and regional team informed of market conditions, competition and all other matters relevant to Chillers and related products

Work closely with the regional team for factory updates and new product launch

Support other ad-doc projects as assigned by business unit

What we look for

Required

Higher Diploma holder with 2 years solid sales experience

Candidates possess relevant Building Control engineering experience who would like to pursue in sales role will also be considered

Good spoken and written English and Chinese

Effective presentation, interpersonal, negotiation, planning & organizing skills

Independent and able to work under pressure

Preferred

Degree holder in engineering related disciplines

Possess exposure in Building Control Products Distribution Technology or other relevant industries

Interest parties please send your application letter & CV including current and expected salary, date of availability to [email redacted, apply via Company website]

Only the shortlisted candidates will be notified. Data collected would be used for recruitment purposes only.

Full-time,Permanent
Show More",NA
1599,3.6,Michael Page HK,AI Manager (Data Scientist),Hong Kong,"Company Overview
Size
201 to 500 Employees
Type
Company - Private
Industry
Security Services
Sector
Business Services
Revenue
Unknown / Non-Applicable
Visit Michael Page HK Website","3.6
★★★★★
82 %
Recommend to a friend
84 %
Approve of CEO
13 Ratings","Lead and manage the research development and implementation feasibility for client solutions, including project definition, data preparation, training and evaluation, determining acceptance criteria, and maintenance work-flow

Responsible for researching and developing AI modules to create advanced technology according to client's needs

Hands on design NLP model and implement appropriate deep learning algorithms and tools.

Develop AI algorithms for Computer Vision, Image recognition, Process automation

Provide consultation to Sales teams on how AI and NLP techniques can be applied to fulfil client requirements

PhD holder preferable

Less experience will be named as Software Engineer

Master or PhD degree in Computer Science, Electrical Engineering, Mathematics, Statistics or other quantitative degree

Experience in AI tools such as TensorFlow, Caffe, Keras, Pytorch

Experience in programming using Python, C++, Java, JavaScript, R, GO

Hands-on experience in Python and common data processing and application of deep learning (CNN/RNN/LSTM)

Strong technical knowledge in machine learning, natural language processing (preferably Chinese), data analytic, and related area

Project experience in applying AI, machine learning and/or NLP technologies to business applications

Outstanding written and spoken in both English and Chinese

Our client is a start-up company in Hong Kong with strong branding in overseas, and they are currently looking for a passionate and open-minded AI professional to join their expanding technology team and bring revolution to AI technology in not only medical and financial industry but also various industries. Our client believes the importance of BigData and AI technology is blooming and will be new future.

Permanent headcount

5 working day

Attractive bonus

All rounded medical coverage

Stable environment

PhD holder and experienced in handling NLP projects

Candidate with less experience will be considered as Software Engineer

Strong communication skills in both English and Chinese
Show More",HK$300K - HK$500K (Glassdoor Est.)
1600,3.2,Paul Y. Engineering Group,Assistant Engineer (Civil),Hong Kong,"Company Overview
Size
1001 to 5000 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Paul Y. Engineering Group Website","3.2
★★★★★
57 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Paul Y. Engineering Group is one of Hong Kong’s largest contractors, with a growing clientele in the region and other parts of the world. We provide a dynamic and challenging work environment with fresh and exciting opportunities that help our people thrive. If you are dedicated to move on your career advancement, please join us and share your success with us.

Job Requirements:
Degree in Building / Civil Engineering or equivalent;

1 -2 years of relevant experience;

Good in computer application;

Good knowledge of BIM model software applications is an advantage.

Interested parties please apply with detailed resume stating expected salary and date of availability to the HR Manager through fax at 2833 5441 or e-mail by clicking ""APPLY NOW"".

http://www.pyengineering.com/

All personal data provided will be used strictly in accordance with our “Personal Information Collection Statement Pertaining to Recruitment”, a copy of which is available upon written request to us by E-mail.

Full-time,Permanent
Show More",HK$276K - HK$456K (Glassdoor Est.)
1601,3.1,Dah Sing Bank 大新銀行,"Data Analyst/ Assistant Manager, Core Banking Project (contract)",Hong Kong,"Company Overview
Size
1001 to 5000 Employees
Founded
2004
Type
Company - Public
Industry
Banks & Credit Unions
Sector
Finance
Revenue
$500 million to $1 billion (USD)
Visit Dah Sing Bank 大新銀行 Website","3.1
★★★★★
35 %
Recommend to a friend
31 %
Approve of CEO
13 Ratings","Reporting to the Project Manager / Head of Data Quality Management, you will be responsible to improve and ensure the data quality of customer information by conducting data analysis, evaluating data cleansing options, coordinating with IT project teams on implementation, performing data quality monitoring, and exercising control according to the data governance framework and relevant procedures and guidelines.
Responsibilities:
Perform data analysis with query tools on database repositories
Perform development work on database, reporting and ETL tasks
Coordinate with IT teams and users to conduct data analysis and data cleansing exercise
Work with IT project teams and/or solution providers to implement data governance and quality rules
Show More",HK$288K - HK$476K (Glassdoor Est.)
1602,3.2,Paul Y. Engineering Group,Assistant Engineer (BS),Hong Kong,"Company Overview
Size
1001 to 5000 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Paul Y. Engineering Group Website","3.2
★★★★★
57 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Paul Y. Engineering Group is one of Hong Kong’s largest contractors, with a growing clientele in the region and other parts of the world. We provide a dynamic and challenging work environment with fresh and exciting opportunities that help our people thrive. If you are dedicated to move on your career advancement, please join us and share your success with us.

Duties :
Building Services Co-ordination;

CSD Co-ordination;

Site Progress Monitoring;

Job Requirements:
Higher Diploma or above in Building Services, Electrical Engineering or equivalent;

1 - 3 years of relevant experience.

Good knowledge of BIM model software applications is an advantage.

Interested parties please apply with detailed resume stating expected salary and date of availability to the HR Manager through fax at 2833 5441 or e-mail by clicking ""APPLY NOW"".

http://www.pyengineering.com/

All personal data provided will be used strictly in accordance with our “Personal Information Collection Statement Pertaining to Recruitment”, a copy of which is available upon written request to us by E-mail.

Full-time,Permanent
Show More",NA
1603,5.0,Network Guard,IT Cloud Support Engineer,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Network Guard Website","5.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Location : Hong Kong
We are looking for a IT Cloud Support Engineer
Responsibilities

As an individual contributor on our IT support team, you'll have a broad set of responsibilities including:

Onboard new-hires, provision laptops, and provide basic helpdesk support.

Identify, prioritize and resolve reported problems including data, account administration, desktop hardware/software, application issues, and escalate to the next tier when appropriate

Perform tier-1 support requests on various cloud services such as GSuite, Okta, and more

Monitor a helpdesk to provide support to 500+ geographically dispersed users and respond to tickets within the SLA

Work closely with IT/vendors/partners

Maintain an inventory of consumable IT products and where/how to restock them locally

Required Skills

Act as an escalation point for tougher problems from tier 1 specialists

Maintain and update an inventory of systems and services

Identify, prioritize and resolve reported problems including data, account administration, desktop hardware/software, and application issues.

Intermediate knowledge of managing SaaS services such as G Suite, Okta, 1Password, and more

Comfortable with endpoint management solutions such as Workspace One

Intermediate understanding of TCP/IP, DNS, DHCP, and VPN configurations

IT Infrastructure


Identity by Okta for 100+ SAAS services

GSuite

Workspace One

Workstations include Mac, Linux, Windows, Chromebooks, and AWS Workspaces.

Very little on-premise infrastructure. We're cloud-based as much as possible.

Workstations run device-management and endpoint protection clients

SIEM monitors events from endpoint-protection, SAAS services, and networks.

What we offer

Attractive compensation and benefits

Flexible working hours and a healthy work-life balance

Work in a challenging, collaborative, and fun environment

Please upload your resume as a PDF and do not include any salary or compensation information in it.
Show More",HK$245K - HK$420K (Glassdoor Est.)
1604,3.7,Kai Shing Management Services Ltd,IT Officer (Database Administrator),Hong Kong,"Company Overview
Size
5001 to 10000 Employees
Founded
1978
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Kai Shing Management Services Ltd Website","3.7
★★★★★
75 %
Recommend to a friend
71 %
Approve of CEO
6 Ratings","(Member of the Sun Hung Kai Properties Group)

By substantiating the motto of “We Serve You Best” , we have thrived and become one of the largest and most reputable property management companies in Hong Kong and managing over 135 million sq ft of properties including shopping centers, office towers, residential and industrial buildings. To meet our growing business needs, we are looking for energetic professionals to deliver excellent services for our customers.

Do you enjoy working in a reputable and engaged team?

Are you an excellence seeker?

Are you ready to build your professional career?

If all your answers are positive, come and be a part of us!

What will you do?

Provide operation support for Oracle, MS SQL server, MySQL, PostgreSQL, etc. including database backup / restore, performance tuning

Prepare and maintain technical documentation

Analyze system resources usage and prepare capacity plan

Manage and utilize system resources

Ensure system availability and security control

Design and develop data storage strategy and architecture

Do you have a right profile?

Bachelor’s Degree in Computer Science, Information System or IT related disciplines

At least 3 years of working experience in Oracle database administration under Linux environment

Experienced in database performance tuning, trouble-shooting and maintenance

Experienced in MongoDB and MySQL is a plus

Experienced in cloud (AWS, Azure or Huawe iCloud) is a big advantage

Strong analytical, problem solving and interpersonal skill

Good command of both written and spoken English

What do we offer?

Attractive remuneration package

Great promotion ladder

Referral reward

Medical benefit

Paid marriage leave, birthday leave and annual leave

Education subsidy

Children scholarship

Company trip

How to apply?

Interested parties, please apply once with application quoting job reference number, detailed resume, contact telephone number and expected salary by:

Clicking the “Apply Now” button

Human Resources Department, Unit 301-303, 3/F, Apec Plaza, 49 Hoi Yuen Road, Kwun Tong, Hong Kong

(852) 2827 8608

(852) 3703 5460

(Attached resume should be in MS Word for Windows)

(Data collected would be used for recruitment purpose only)

Full-time,Permanent
Show More",NA
1605,NA,GWP Engineering Limited,Project Co-ordinator/Project Engineer,Sha Tin,"Company Overview
Size
Unknown
Type
Company - Public
Revenue
Unknown / Non-Applicable
Visit GWP Engineering Limited Website",NA,"Summary
Industry:
Building / Construction
Job Category / Function:
Engineering (Civil / Structural)
Building / Architectural (Building / Construction / QS)
Building / Architectural (Civil / Structural)
Building / Architectural (Site Management)
Building / Architectural (Project Management)
Job Position Level:
General
Employment Term:
Full Time / Permanent
Min. Edu. Level Req:







Show More",NA
1606,3.3,SGS Hong Kong Limited,Assistant Engineer / Trainee Engineer (Construction Material Physical Testing Laboratory),Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1878
Type
Company - Public
Industry
Consulting
Sector
Business Services
Revenue
$5 to $10 billion (USD)
Visit SGS Hong Kong Limited Website","3.3
★★★★★
60 %
Recommend to a friend
73 %
Approve of CEO
362 Ratings","SGS is the world’s leading inspection, verification, testing and certification company. SGS is recognized as the global benchmark for quality and integrity. With more than 89,000 employees, SGS operates a network of over 2,600 offices and laboratories around the world.""

We are 100% committed to helping you reach your full potential.

Be the professional you want to be with SGS. Be 100% you.

Responsibilities:
Be responsible for developments, modifications on various kinds of material testing

Solve technical problems derived from lab or site testing

Serve customers’ technical problems

Ensure testing results’ quality

Assist in conducting internal/external audits

Perform other related duties and assignments as required

Willing to work in new airport third runway lab

Qualifications and Skills

Bachelor's degree or higher in Mechanical / Engineering / Industrial / Physical or related field.

Strong communication and interpersonal skills, both oral and written.

Ability to effectively manage time to meet assigned deadlines and prioritize multiple work assignments.

Ability to read, write, and speak English.

Ability to work independently with minimal instruction and supervision.

Computer literate in Microsoft Office and Excel.

Competent in utilizing statistical analysis tools.

Candidate with relevant experience may be considered as Assistant Engineer

Working Days

Monday to Friday 0830 - 1830 and Saturday 0830 – 1230

Benefit

Annual Leave 11 days

Bank holiday

Good attendance bonus

Medical insurance

Overtime allowance

Year-end Bonus

For interested parties, please submit your full resume with availability, current and expected salary by clicking ""Apply Now""

Data received will be kept confidential and used for processing application only.

Full-time,Permanent
Show More",NA
1607,NA,Bay Jay Ray Technology Limited,Image processing algorithm engineer(AI),Hong Kong,NA,"3.9
★★★★★
75 %
Recommend to a friend
91 %
Approve of CEO
389 Ratings","Job Description

1. Use engineering and mathematics to develop core analysis techniques
2. Responsible for the development of core algorithms and systems for biological image processing and analysis, computer vision, 3D rendering, etc.
3. Responsible for using different development platforms to test, locate, analyze and optimize algorithm problems
4. Establish image analysis standards and test procedures
5. Compile product-related development documents and design schemes, and cooperate with the drafting of patents
6. Responsible for algorithm integration in auxiliary software products

Job Requirements

1. Master's degree or above in computer, image processing, automation, biomedical engineering and other related majors, doctorate is preferred
2. Familiar with the fields of feature extraction, computer vision, image and video analysis, etc.
3. Have a strong foundation in mathematics, logical thinking and independent problem-solving skills
4. Have good data analysis and summary and essay writing skills
5. Have proficient English literature reading and writing skills
6. Creative, responsible, enterprising, good communication skills

Bonus

1. Have relevant experience in biological image processing, cell imaging, cell analysis, etc.
2. Familiar with tool libraries such as Pytorch, TensorFlow, or OpenCV, and familiar with image algorithms related to pattern recognition or deep learning
3. Proficient in Python, C/C++ language, good code writing habits and strong technical documentation writing ability
4. Have scientific research and R&D experience on high-quality original topics
5. Have rich practical experience in the fields of computer vision and image analysis, especially object recognition, tracking, segmentation, optimization, cell imaging, etc.
6. Fluent in English

Benefits
Show More",HK$264K - HK$516K (Glassdoor Est.)
1608,NA,NA,NA,NA,NA,"3.9
★★★★★
75 %
Recommend to a friend
91 %
Approve of CEO
389 Ratings","Job Description

1. Use engineering and mathematics to develop core analysis techniques
2. Responsible for the development of core algorithms and systems for biological image processing and analysis, computer vision, 3D rendering, etc.
3. Responsible for using different development platforms to test, locate, analyze and optimize algorithm problems
4. Establish image analysis standards and test procedures
5. Compile product-related development documents and design schemes, and cooperate with the drafting of patents
6. Responsible for algorithm integration in auxiliary software products

Job Requirements

1. Master's degree or above in computer, image processing, automation, biomedical engineering and other related majors, doctorate is preferred
2. Familiar with the fields of feature extraction, computer vision, image and video analysis, etc.
3. Have a strong foundation in mathematics, logical thinking and independent problem-solving skills
4. Have good data analysis and summary and essay writing skills
5. Have proficient English literature reading and writing skills
6. Creative, responsible, enterprising, good communication skills

Bonus

1. Have relevant experience in biological image processing, cell imaging, cell analysis, etc.
2. Familiar with tool libraries such as Pytorch, TensorFlow, or OpenCV, and familiar with image algorithms related to pattern recognition or deep learning
3. Proficient in Python, C/C++ language, good code writing habits and strong technical documentation writing ability
4. Have scientific research and R&D experience on high-quality original topics
5. Have rich practical experience in the fields of computer vision and image analysis, especially object recognition, tracking, segmentation, optimization, cell imaging, etc.
6. Fluent in English

Benefits
Show More",NA
1646,2.5,Wellesley Associates Limited,Crypto - Data Engineer Lead Developer,Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Private Practice / Firm
Industry
Staffing & Outsourcing
Sector
Business Services
Revenue
Unknown / Non-Applicable
Visit Wellesley Associates Limited Website","2.5
★★★★★
38 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Key Responsibilities
Develops and maintains scalable data pipelines to support continuing increases in data volume and complexity.
Collaborates with analytics and business teams to improve data models that feed business intelligence tools, increasing data accessibility and fostering data-driven decision making across the organization.
Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes that depend on it.
Performs data analysis required to troubleshoot data related issues and assist in the resolution of data issues.
Works closely with all business units and engineering teams to develop strategy for long term data platform architecture.
Show More",NA
1654,3.8,Standard Chartered,"Principal Engineer, Data - Mox",Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1969
Type
Company - Public
Industry
Investment Banking & Asset Management
Sector
Finance
Revenue
$10 to $25 million (USD)
Visit Standard Chartered Website","3.8
★★★★★
77 %
Recommend to a friend
90 %
Approve of CEO
1489 Ratings","Job: Technology
Primary Location: Asia-Hong Kong-Hong Kong
Schedule: Full-time
Employee Status: Permanent
Posting Date: 19/May/2021, 10:13:11 PM
Unposting Date: Ongoing
About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.
To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.
We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.





Show More",NA
1656,3.5,Atos Information Technology HK Limited,Data Centre Operations Engineer,Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1919
Type
Company - Public
Industry
IT Services
Sector
Information Technology
Revenue
$10+ billion (USD)
Visit Atos Information Technology HK Limited Website","3.5
★★★★★
69 %
Recommend to a friend
83 %
Approve of CEO
709 Ratings","Summary
Industry:
Information Technology
Job Category / Function:
IT (System Engineer / Network Engineer)
IT (Systems / Technical Support)
IT (Others)
Job Position Level:
General
Employment Term:
Full Time / Permanent
Min. Edu. Level Req:
DSE
Total Working Exp:



Show More",NA
1657,3.0,Gammon Construction,Data Scientist,Kwun Tong,"Company Overview
Size
1001 to 5000 Employees
Type
Company - Public
Industry
Construction
Sector
Construction, Repair & Maintenance
Revenue
$10+ billion (USD)
Visit Gammon Construction Website","3.0
★★★★★
45 %
Recommend to a friend
67 %
Approve of CEO
92 Ratings","Ref No. HKG/90023/90023/210334
Responsibilities:
Conduct research on applying AI/DS technology in business cases;
Engaging in end-to-end development processes of data science / AI product and generic ML framework/library;
Collaborate with engineers or programmers to implement, deploy and improve data science products;
Communicate with non-technical stakeholders and present outstanding results to them.
Requirements:
Show More",NA
1658,3.6,lalamove,Data Engineer (Business Intelligence),Hong Kong,"Company Overview
Size
501 to 1000 Employees
Founded
2013
Type
Company - Private
Industry
Logistics & Supply Chain
Sector
Transportation & Logistics
Revenue
Unknown / Non-Applicable
Visit lalamove Website","3.6
★★★★★
58 %
Recommend to a friend
78 %
Approve of CEO
53 Ratings","Lalamove is disrupting the logistics industry by connecting customers and drivers directly through our technology. We offer customers a lightning fast and convenient way to book delivery and moving services whether they are at their home, at work or on the go. People talk about O2O, we live it!

Currently, Lalamove is a leading global on-demand delivery platform with millions of delivery partners serving millions of orders everyday.
With 1600+ employees spread across SEA, INDIA and LATAM, our 6-years old company has reached unicorn status in 2018, is well funded by prominent VCs and has kept growing at tremendous speed since.

Our vision is to bring communities closer and make city life easier by allowing fast and convenient circulation of goods. We realise this vision with a ‘glocal’ approach, building a robust operations team to adapt our product to local networks of businesses and delivery contractors. At the same time, we have ambition to build an international brand by establishing an even more global presence.

Show More",NA
1659,4.1,Arup,2021 Graduate Engineer (Environmental),Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1946
Type
Company - Private
Industry
Architectural & Engineering Services
Sector
Business Services
Revenue
$100 to $500 million (USD)
Visit Arup Website","4.1
★★★★★
87 %
Recommend to a friend
96 %
Approve of CEO
241 Ratings","Arup is the creative force at the heart of many of the world’s most prominent projects in the built environment and across industry. Working in more than 140 countries, the firm’s designers, engineers, architects, planners, consultants and technical specialists work with our clients on innovative projects of the highest quality and impact. Our East Asia offices employ approximately 3,000 staff and are engaged in prestigious multi-disciplinary projects covering buildings, infrastructure, advisory services, planning and technical consulting areas. We embrace equality, diversity and inclusion in all aspects including individual differences and open-mindedness. We are committed to applying our expertise, diversity of thinking and independence in the quest for a safe, sustainable and resilient future – for all. This is how we shape a better world.

Who are we looking for?

You should be a well motivated and creative Graduate who wants to work in Engineering, Planning or Design Consultancies in the following disciplines:


You will be involved in assisting project design works; preparing calculations and drawings; modelling of engineering behaviour, etc.



We encourage our graduates to develop qualities of diligence and perseverance; and to enhance abilities of team excellence and innovation.

You will be offered a broad spectrum of diversity training and inclusion opportunities throughout your journey with Arup. You will meet all the graduates in East Asia Region through our stimulating and enjoyable Graduate Induction Programme in which the concept of equality, diversity & inclusion is integrated. Arup is an Equal Opportunity Employer and a Caring Company, we strive to provide an equal, diverse and inclusive workplace for you.

You will achieve a professional status through project experience and structured training via our online learning platform and other in-house learning activities. You will be offered a well designed HKIE Scheme 'A' Training for majority of disciplines (where applicable). In addition, you are encouraged to leverage the opportunities in cross-disciplinary rotation and international mobility programmes to rev up your career development.

Other Benefits:


To learn more about our Graduate Programme, please visit us:
https://www.arup.com/careers/early-careers/graduates/east-asia-graduate-programme



Act now and apply online!

Please ensure you have provided . Any outstanding documents may delay your application with us.

Show More",NA
1664,3.8,UMEC,GRADUATE ENGINEER,Hong Kong,"Company Overview
Size
501 to 1000 Employees
Founded
1988
Type
Subsidiary or Business Segment
Industry
Construction
Sector
Construction, Repair & Maintenance
Revenue
$50 to $100 million (USD)
Visit UMEC Website","3.8
★★★★★
79 %
Recommend to a friend
100 %
Approve of CEO
8 Ratings","Ref: umec20210501
Responsibilities:
Carry out research and development on computer vision-based machine learning applications;
Machine learning model training and algorithm analysis;
Perform algorithm evaluation and quality assessment;
Optimize DNN for FPGA and software implementation;
Support FPGA and/or IC implementation and verification;
Develop software modules for CPU and embedded platforms.
Requirements:
Show More",NA
1667,NA,Chain of Demand,Data Engineer,Hong Kong,NA,NA,"The Data Engineer will be responsible for the delivery of data solutions in a timely manner. They will report directly to Head of Data Science and will work closely with other areas of the business such as technology and management teams.
The role will suit individuals that are flexible and creative, enjoy solving complex data problems. The right candidate will be looking to take ownership of the data engineering technology stack and all related processes and procedures.
Role Responsibility
Design, build, and maintain data structures, databases, and data processing pipelines to support data science projects
Build and maintain web scrapers, APIs, and dashboards
Show More",HK$276K - HK$540K (Employer Est.)
1668,4.1,Arup,2021 Graduate Engineer (Energy),Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1946
Type
Company - Private
Industry
Architectural & Engineering Services
Sector
Business Services
Revenue
$100 to $500 million (USD)
Visit Arup Website","4.1
★★★★★
87 %
Recommend to a friend
96 %
Approve of CEO
241 Ratings","Arup is the creative force at the heart of many of the world’s most prominent projects in the built environment and across industry. Working in more than 140 countries, the firm’s designers, engineers, architects, planners, consultants and technical specialists work with our clients on innovative projects of the highest quality and impact. Our East Asia offices employ approximately 3,000 staff and are engaged in prestigious multi-disciplinary projects covering buildings, infrastructure, advisory services, planning and technical consulting areas. We embrace equality, diversity and inclusion in all aspects including individual differences and open-mindedness. We are committed to applying our expertise, diversity of thinking and independence in the quest for a safe, sustainable and resilient future – for all. This is how we shape a better world.

Who are we looking for?

You should be a well motivated and creative Graduate in Energy discipline who wants to work in Engineering, Planning or Design Consultancies.

You will be involved in assisting project design works; preparing calculations and drawings; modelling of engineering behaviour, etc.



We encourage our graduates to develop qualities of diligence and perseverance; and to enhance abilities of team excellence and innovation.

You will be offered a broad spectrum of diversity training and inclusion opportunities throughout your journey with Arup. You will meet all the graduates in East Asia Region through our stimulating and enjoyable Graduate Induction Programme in which the concept of equality, diversity & inclusion is integrated. Arup is an Equal Opportunity Employer and a Caring Company, we strive to provide an equal, diverse and inclusive workplace for you.

You will achieve a professional status through project experience and structured training via our online learning platform and other in-house learning activities. You will be offered a well designed HKIE Scheme 'A' Training for majority of disciplines (where applicable). In addition, you are encouraged to leverage the opportunities in cross-disciplinary rotation and international mobility programmes to rev up your career development.

Other Benefits:


To learn more about our Graduate Programme, please visit us:
https://www.arup.com/careers/early-careers/graduates/east-asia-graduate-programme



Act now and apply online!

Please ensure you have provided . Any outstanding documents may delay your application with us.

Show More",NA
1669,4.1,Arup,2021 Graduate Engineer (Building Envelope and Materials - Façade),Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1946
Type
Company - Private
Industry
Architectural & Engineering Services
Sector
Business Services
Revenue
$100 to $500 million (USD)
Visit Arup Website","4.1
★★★★★
87 %
Recommend to a friend
96 %
Approve of CEO
241 Ratings","Arup is the creative force at the heart of many of the world’s most prominent projects in the built environment and across industry. Working in more than 140 countries, the firm’s designers, engineers, architects, planners, consultants and technical specialists work with our clients on innovative projects of the highest quality and impact. Our East Asia offices employ approximately 3,000 staff and are engaged in prestigious multi-disciplinary projects covering buildings, infrastructure, advisory services, planning and technical consulting areas. We embrace equality, diversity and inclusion in all aspects including individual differences and open-mindedness. We are committed to applying our expertise, diversity of thinking and independence in the quest for a safe, sustainable and resilient future – for all. This is how we shape a better world.

Who are we looking for?

You should be a well motivated and creative Graduate who wants to work in Engineering, Planning or Design Consultancies in the following disciplines:


You will be involved in assisting project design works; preparing calculations and drawings; modelling of engineering behaviour, etc.



We encourage our graduates to develop qualities of diligence and perseverance; and to enhance abilities of team excellence and innovation.

You will be offered a broad spectrum of diversity training and inclusion opportunities throughout your journey with Arup. You will meet all the graduates in East Asia Region through our stimulating and enjoyable Graduate Induction Programme in which the concept of equality, diversity & inclusion is integrated. Arup is an Equal Opportunity Employer and a Caring Company, we strive to provide an equal, diverse and inclusive workplace for you.

You will achieve a professional status through project experience and structured training via our online learning platform and other in-house learning activities. You will be offered a well designed HKIE Scheme 'A' Training for majority of disciplines (where applicable). In addition, you are encouraged to leverage the opportunities in cross-disciplinary rotation and international mobility programmes to rev up your career development.

Other Benefits:


To learn more about our Graduate Programme, please visit us:
https://www.arup.com/careers/early-careers/graduates/east-asia-graduate-programme



Act now and apply online!

Please ensure you have provided full resume, academic transcripts and covering letter. Any outstanding documents may delay your application with us.

Show More",NA
1670,4.4,Coherent,Machine Learning Engineer,Hong Kong,"Company Overview
Size
1001 to 5000 Employees
Founded
1966
Type
Company - Public
Industry
Industrial Manufacturing
Sector
Manufacturing
Revenue
$500 million to $1 billion (USD)
Visit Coherent Website","4.4
★★★★★
85 %
Recommend to a friend
95 %
Approve of CEO
55 Ratings","Machine Learning Engineer

About Coherent...
Founded in Hong Kong, we are a team of product designers, technologists, and actuaries, working in partnership with our clients to build a brighter, more inclusive future for insurance. We are passionate about InsurTech and how it can change the industry for the better.

Life at Coherent is about doing what it takes to think clearly and act decisively. We strive to cut away complexity and hierarchy and focus on the work at hand. This means everyone gets opportunities to take the lead on projects and grow their skills and abilities.
We view every product and project through three lenses: simplicity, intelligence, and creativity. This helps us ensure that we deliver beautiful, functional solutions that meet, and exceed, our customer’s needs. You are the voice of the people.







Show More",NA
1671,NA,NA,NA,NA,"Company Overview
Size
1001 to 5000 Employees
Founded
1966
Type
Company - Public
Industry
Industrial Manufacturing
Sector
Manufacturing
Revenue
$500 million to $1 billion (USD)
Visit Coherent Website","4.4
★★★★★
85 %
Recommend to a friend
95 %
Approve of CEO
55 Ratings","Machine Learning Engineer

About Coherent...
Founded in Hong Kong, we are a team of product designers, technologists, and actuaries, working in partnership with our clients to build a brighter, more inclusive future for insurance. We are passionate about InsurTech and how it can change the industry for the better.

Life at Coherent is about doing what it takes to think clearly and act decisively. We strive to cut away complexity and hierarchy and focus on the work at hand. This means everyone gets opportunities to take the lead on projects and grow their skills and abilities.
We view every product and project through three lenses: simplicity, intelligence, and creativity. This helps us ensure that we deliver beautiful, functional solutions that meet, and exceed, our customer’s needs. You are the voice of the people.







Show More",NA
1704,5.0,Pinpoint Asia,Low Latency Network Engineer,Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Pinpoint Asia Website","5.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Our client, a leading investment bank, is looking for a strong Network Engineer to join their global network engineering team. The successful candidate will work closely with the global engineering team to maintain and deliver a high mission-critical and low latency network for the region.


















Show More",HK$276K - HK$378K (Glassdoor Est.)
